,Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
2554,44030,Mediterranean,23-Nov-17,2017,Nov,1.0,,1,,,,,Drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, Algérie Presse Service","36.059764585990, 0.090699623438",Western Mediterranean,"http://bit.ly/2kGFFjD, http://bit.ly/2kI1LCb",Uncategorized,3
2555,49516,Asia,23-Nov-17,2017,Nov,3.0,,3,,1.0,1.0,1.0,Violence,"Kermanshah province, Iran, near border with Iraq",Mixed Migration Monitoring Mechanism Initiative (4mi),"34.220067000000, 45.629790000000",,http://www.mixedmigration.org/4mi/,South Asia,2
2556,49517,Asia,23-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Nimruz province, Afghanistan",Mixed Migration Monitoring Mechanism Initiative (4mi),"29.945985000000, 61.913843000000",,http://www.mixedmigration.org/4mi/,South Asia,2
2557,43991,Europe,22-Nov-17,2017,Nov,1.0,,1,,,1.0,,Unknown,"Mountain village in Evros region, Greece",AP,"41.244376100000, 26.135943100000",,"http://wapo.st/2zfJNNq, https://bit.ly/2s2ELTe",Southern Europe,3
2558,43992,Mediterranean,22-Nov-17,2017,Nov,,6.0,6,107.0,,1.0,,Drowning,Unspecified location between Libya and Italy,Proactiva Open Arms,"34.405333936080, 13.982353925000",Central Mediterranean,http://bit.ly/2hWHagg,Uncategorized,4
2559,43995,Central America,22-Nov-17,2017,Nov,3.0,,3,,2.0,1.0,1.0,Vehicle Accident,"Motorway near Hato del Medio, Monte Cristi, Dominican Republic","Listin Diario, Loop Haiti","19.693913800000, -71.315631500000",,"http://bit.ly/2iUy7K8, http://bit.ly/2jqTZw6",Caribbean,3
2560,44029,Mediterranean,22-Nov-17,2017,Nov,1.0,,1,,,1.0,,Drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, Algérie Presse Service","36.055323767952, 0.076966713281",Western Mediterranean,"http://bit.ly/2kGFFjD, http://bit.ly/2kI1LCb",Uncategorized,3
2561,44289,Africa,22-Nov-17,2017,Nov,1.0,,1,,,1.0,1.0,Extended Sickness,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",,,Western Africa,2
2562,44290,Africa,22-Nov-17,2017,Nov,1.0,,1,,,1.0,1.0,Extended Sickness,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-8.002889200000, 12.639231600000",,,Western Africa,2
2563,44291,Africa,22-Nov-17,2017,Nov,3.0,,3,,,,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.919921880000, 24.537441720000",,,Northern Africa,2
2564,43990,Europe,21-Nov-17,2017,Nov,1.0,,1,,1.0,,1.0,Vehicle Accident,Serbia-Croatia border,Médecins Sans Frontières,"45.152321827345, 19.133105568750",,"https://twitter.com/MSF_Sea/status/933377291769597954, http://bit.ly/2hP1Rat",Southern Europe,4
2565,44287,Africa,21-Nov-17,2017,Nov,1.0,,1,,1.0,,1.0,Harsh Weather Conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.062500000000, 25.195311080000",,,Northern Africa,2
2566,44288,Africa,21-Nov-17,2017,Nov,1.0,,1,,,1.0,,Harsh Weather Conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.578613280000, 25.215191680000",,,Northern Africa,2
2567,44286,Africa,20-Nov-17,2017,Nov,2.0,,2,,,2.0,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.677734380000, 24.956491290000",,,Northern Africa,2
2568,43984,Mediterranean,19-Nov-17,2017,Nov,3.0,1.0,4,,,3.0,1.0,Drowning,"Santa Catalina, Ceuta, Spain","El Faro de Ceuta, Caminando Fronteras","35.904917419285, -5.291584069312",Western Mediterranean,"http://bit.ly/2AY0ddX, http://bit.ly/2jby8bE, http://bit.ly/2j994Ca, http://bit.ly/2AipgJK, http://bit.ly/2ARCLzz",Uncategorized,4
2569,43985,Central America,19-Nov-17,2017,Nov,1.0,4.0,5,,,1.0,,Drowning,"Off the coast of La Jolla, San Diego County, California",KUSI News,"32.831945758514, -117.288437837700",Central America to US,http://bit.ly/2zjFwNo,Northern America,1
2570,43989,Central America,19-Nov-17,2017,Nov,1.0,,1,,,,,Drowning,"All American Canal, between Bowker and Cole St., Calexico, Imperial County, California, USA",La Crónica,"32.694220045164, -115.465535807870",Central America to US,http://bit.ly/2A26W9x,Northern America,1
2571,43983,Asia,18-Nov-17,2017,Nov,5.0,,5,,,5.0,,Violence,"District of Kech, Balochistan province, Pakistan, near the border with Iran",AFP via Yahoo! News,"26.156055800000, 63.014757800000",,"https://yhoo.it/2zkGfgY, http://bit.ly/2hM0DAb",Southern Asia,3
2572,44283,Africa,18-Nov-17,2017,Nov,20.0,,20,,,,,Physical and Sexual Abuse,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
2573,44284,Africa,18-Nov-17,2017,Nov,3.0,,3,,,,,Extended Sickness,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.856858600000, 23.311238900000",,,Northern Africa,2
2574,44285,Africa,18-Nov-17,2017,Nov,1.0,,1,,1.0,,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.741699220000, 29.277115800000",,,Northern Africa,2
2575,43988,Middle East,17-Nov-17,2017,Nov,1.0,,1,,,1.0,,Violence,"Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey",Syrian Observatory for Human Rights,"36.479843444819, 36.551897838281",,http://www.syriahr.com/en/?p=78427,Western Asia,4
2576,44028,Mediterranean,17-Nov-17,2017,Nov,1.0,,1,,,,,Drowning,"Off the coast of Mostaganem, Algeria","Algérie Presse Service, Le Huffington Post Algeria","36.101939856583, 0.057740639063",Western Mediterranean,"http://bit.ly/2kI1LCb, http://bit.ly/2ARL2U7",Uncategorized,3
2577,44058,Central America,17-Nov-17,2017,Nov,1.0,,1,,,1.0,,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.904501800000, -110.419927800000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
2578,44282,Africa,17-Nov-17,2017,Nov,3.0,,3,,,,,Unknown,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"34.008439500000, 17.701452500000",,,Northern Africa,2
2579,44015,Mediterranean,16-Nov-17,2017,Nov,1.0,,1,,,,,Drowning,"Al Maya, west of Tripoli, Libya",IOM Libya,"32.811542676207, 12.897253417969",Central Mediterranean,,Uncategorized,4
2580,44057,Central America,16-Nov-17,2017,Nov,1.0,,1,,,1.0,,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.965863000000, -110.245072000000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
2581,44279,Africa,16-Nov-17,2017,Nov,1.0,,1,,,1.0,,Unknown,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",,,Western Africa,2
2582,44280,Africa,16-Nov-17,2017,Nov,2.0,,2,,,2.0,,Starvation,"N'Djamena, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.055741500000, 12.134845700000",,,Western Africa,2
2583,44281,Africa,16-Nov-17,2017,Nov,1.0,,1,,1.0,,,Unknown,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.191338300000, 32.887209400000",,,Northern Africa,2
2584,43981,Asia,15-Nov-17,2017,Nov,15.0,,15,,,15.0,,Violence,"Region of Buleda, Balochistan province, Pakistan",Reuters,"26.005743000000, 63.056980700000",,"http://reut.rs/2hDHksE, http://nyti.ms/2AMgC4X",Southern Asia,3
2585,44273,Central America,15-Nov-17,2017,Nov,1.0,,1,,,1.0,,Unknown,"Open desert, Ocotillo, Imperial County, California",Imperial County Coroner's Office,"32.776457961447, -116.026452338870",Central America to US,,Northern America,5
2586,44274,Africa,15-Nov-17,2017,Nov,5.0,,5,,,,,Starvation,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.899829300000, 24.088938000000",,,Northern Africa,2
2587,44275,Africa,15-Nov-17,2017,Nov,2.0,,2,,,2.0,,Physical and Sexual Abuse,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
2588,44276,Africa,15-Nov-17,2017,Nov,1.0,,1,,,1.0,,Dehydration,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.305154200000, 11.164921900000",,,Western Africa,2
2589,44277,Africa,15-Nov-17,2017,Nov,2.0,,2,,,2.0,,Dehydration,"Dori, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.023320800000, 14.024647300000",,,Western Africa,2
2590,44278,Africa,15-Nov-17,2017,Nov,2.0,,2,,,2.0,,Physical and Sexual Abuse,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.027986700000, 16.263980700000",,,Western Africa,2
2591,43979,Central America,14-Nov-17,2017,Nov,2.0,,2,24.0,,2.0,1.0,Violence,"Near Huimanguillo, Tabasco, Mexico, in motorway Ocozocoautla, Chiapas-Las Choapas, Veracruz",Zócalo,"17.832044100000, -93.391810600000",Central America to US,"http://bit.ly/2ADFR9I, http://bit.ly/2hqwmDe",Central America,3
2592,43980,Central America,14-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Motorway Mexico-Orizaba, near Cuauhtémoc stadium, Puebla, Mexico",Periódico Central,"19.067714400000, -98.187811600000",Central America to US,http://bit.ly/2AKtitZ,Central America,1
2593,44270,Africa,14-Nov-17,2017,Nov,3.0,,3,,,3.0,,Physical and Sexual Abuse,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",,,Northern Africa,2
2594,44271,Africa,14-Nov-17,2017,Nov,2.0,,2,,,,,Unknown,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.449522100000, 32.781101600000",,,Northern Africa,2
2595,44272,Africa,14-Nov-17,2017,Nov,1.0,,1,,1.0,,,Extended Sickness,"Suakin, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"37.329286100000, 19.104038900000",,,Northern Africa,2
2596,43977,Central America,13-Nov-17,2017,Nov,2.0,,2,,,2.0,,Murder,"Bodies retrieved between Colonia Tonina and Azteca, Palenque, Chiapas, Mexico",Aristegui Noticias,"17.514978700000, -91.988387200000",Central America to US,"http://bit.ly/2hqwmDe, http://bit.ly/2yZl0Bd",Central America,3
2597,43978,Central America,13-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks in Mazatlán, Sinaloa, Mexico",Solo Noticias,"23.249414800000, -106.411142500000",Central America to US,http://bit.ly/2mueaxV,Central America,1
2598,44268,Africa,13-Nov-17,2017,Nov,1.0,,1,,,1.0,1.0,Dehydration,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"2.125385400000, 13.511596300000",,,Western Africa,2
2599,44269,Africa,13-Nov-17,2017,Nov,2.0,,2,,,2.0,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.665039060000, 27.887942670000",,,Northern Africa,2
2600,43973,Central America,12-Nov-17,2017,Nov,2.0,,2,,,2.0,,Vehicle Accident,"Motorway near Malpaisillo, Léon, Nicaragua",El Nuevo Diario,"12.616764381031, -86.678733699219",Central America to US,http://bit.ly/2AHhx7S,Central America,1
2601,43976,Mediterranean,12-Nov-17,2017,Nov,2.0,,2,,,,,Drowning,"Bodies retrieved near Al Maya, west of Tripoli, Libya",IOM Libya,"32.821929803103, 12.898626708984",Central Mediterranean,,Uncategorized,4
2602,44265,Africa,12-Nov-17,2017,Nov,1.0,,1,,1.0,,,Extended Sickness,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.519660300000, 12.371427700000",,,Western Africa,2
2603,44266,Africa,12-Nov-17,2017,Nov,1.0,,1,,1.0,,,Extended Sickness,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.429023600000, 27.036540600000",,,Northern Africa,2
2604,44267,Africa,12-Nov-17,2017,Nov,3.0,,3,,,,,Harsh Weather Conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.609863280000, 29.200423170000",,,Northern Africa,2
2605,44541,Asia,12-Nov-17,2017,Nov,1.0,,1,,,1.0,,Violence,"Kerman province, Iran",IOM Afghanistan,"29.485008900000, 57.643904800000",,,Southern Asia,4
2606,44537,Asia,11-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Fars province, Iran",IOM Afghanistan,"29.104381300000, 53.045893000000",,,Southern Asia,4
2607,44539,Asia,11-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Boshahr province, Iran",IOM Afghanistan,"28.762073900000, 51.515007700000",,,Southern Asia,4
2608,43972,Mediterranean,11-Nov-17,2017,Nov,1.0,,1,,,1.0,1.0,Drowning,"Palios Madamou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343995090707, 26.383975862793",Eastern Mediterranean,http://www.hcg.gr/node/16479,Uncategorized,5
2609,43975,Central America,11-Nov-17,2017,Nov,1.0,,1,,,1.0,,Drowning,"Río Bravo, Díaz Ordaz, Tamaulipas, Mexico",El Mañana,"26.234772644307, -98.580264224268",Central America to US,"http://bit.ly/2iX18UM, http://bit.ly/2zKRexc",Central America,3
2610,43986,Mediterranean,11-Nov-17,2017,Nov,1.0,,1,,1.0,,,Drowning,"Off the coast of Mantamado, northeastern coast of Lesvos, Greece","IOM Turkey, Turkish Coast Guard Command","39.328328251178, 26.428951143555",Eastern Mediterranean,,Uncategorized,4
2611,44264,Africa,11-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Tunduma, on the Tanzania-Zambia border",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.768947900000, 9.309564800000",,,Eastern Africa,2
2612,43987,Middle East,10-Nov-17,2017,Nov,2.0,,2,,1.0,1.0,,Violence,"Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey",Syrian Observatory for Human Rights,"36.540551558948, 36.584856822656",,http://www.syriahr.com/en/?p=78189,Western Asia,4
2613,44535,Asia,10-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Karaj, Alborz province, Iran",IOM Afghanistan,"35.840018800000, 50.939090600000",,,Southern Asia,4
2614,51629,Europe,9-Nov-17,2017,Nov,1.0,,1,,1.0,,,Drowning,"Evros River, near Tychero, Greece",UNHCR,"41.039322102826, 26.330938837939",,,Southern Europe,4
2615,43968,Central America,9-Nov-17,2017,Nov,1.0,,1,,,1.0,,Drowning,"Río Bravo, Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico",Debate,"26.143301175123, -98.330944598395",Central America to US,http://bit.ly/2zw7zYD,Central America,1
2616,43969,Mediterranean,9-Nov-17,2017,Nov,2.0,,2,,,2.0,,Drowning,"Beach in Tangiers, Morocco",Caminando Fronteras,"35.777154148825, -5.789837326123",Western Mediterranean,http://bit.ly/2m9h8rt,Uncategorized,4
2617,43971,Mediterranean,9-Nov-17,2017,Nov,1.0,,1,,,1.0,1.0,Drowning,"Sarakina Mamadou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.350632522991, 26.376079439453",Eastern Mediterranean,http://www.hcg.gr/node/16475,Uncategorized,5
2618,44056,Central America,9-Nov-17,2017,Nov,1.0,,1,,,1.0,,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.190352400000, -112.914147600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
2619,44263,Africa,9-Nov-17,2017,Nov,1.0,,1,,,1.0,,Extended Sickness,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.534667970000, 24.297353380000",,,Northern Africa,2
2620,44259,Africa,8-Nov-17,2017,Nov,1.0,,1,,,1.0,1.0,Unknown,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.086790900000, 32.119424200000",,,Northern Africa,2
2621,44260,Africa,8-Nov-17,2017,Nov,1.0,,1,,,1.0,,Dehydration,"Kassala, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"36.403962900000, 15.458133200000",,,Northern Africa,2
2622,44261,Africa,8-Nov-17,2017,Nov,2.0,,2,,2.0,,,Harsh Weather Conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.853759770000, 28.464013180000",,,Northern Africa,2
2623,44262,Africa,8-Nov-17,2017,Nov,2.0,,2,,,2.0,2.0,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.106445310000, 29.051517840000",,,Northern Africa,2
2624,43962,Mediterranean,7-Nov-17,2017,Nov,1.0,,1,10.0,,,,Unknown,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,"35.875277696775, -5.696625198438",Western Mediterranean,http://bit.ly/2AigFFF,Uncategorized,1
2625,44256,Africa,7-Nov-17,2017,Nov,1.0,,1,,,1.0,,Extended Sickness,"Al Hajer, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"33.229176960000, 14.101544910000",,,Northern Africa,2
2626,44257,Africa,7-Nov-17,2017,Nov,5.0,,5,,,,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.919921880000, 24.537441720000",,,Northern Africa,2
2627,44258,Africa,7-Nov-17,2017,Nov,2.0,,2,,2.0,,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.238281250000, 24.557428430000",,,Northern Africa,2
2628,43964,Mediterranean,6-Nov-17,2017,Nov,5.0,29.0,34,106.0,,,1.0,Drowning,"30 nautical miles north of Tripoli, Libya","IOM Italy, IOM Libya, Sea-Watch","34.341859153473, 13.828545331250",Central Mediterranean,"http://bit.ly/2zBoHgB, http://reut.rs/2zB3iEf, http://bit.ly/2zpGEgX",Uncategorized,4
2629,43970,Mediterranean,6-Nov-17,2017,Nov,1.0,,1,,1.0,,1.0,Drowning,"Aspropotamos, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343198556470, 26.375392793945",Eastern Mediterranean,http://www.hcg.gr/node/16439,Uncategorized,5
2630,44252,Central America,6-Nov-17,2017,Nov,1.0,,1,,1.0,,,Unknown,"1298 W Military Road, Mission, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.212256000000, -98.421393200000",Central America to US,,Northern America,5
2631,44253,Central America,6-Nov-17,2017,Nov,1.0,,1,,,1.0,,Drowning,"All American Canal, Drop 2, Winterhaven, Imperial County, California",Imperial County Coroner's Office,"32.737316100000, -115.164882500000",Central America to US,,Northern America,5
2632,44254,Africa,6-Nov-17,2017,Nov,4.0,,4,,,4.0,,Starvation,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.899829300000, 24.088938000000",,,Northern Africa,2
2633,44255,Africa,6-Nov-17,2017,Nov,3.0,,3,,,,,Starvation,"Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"5.525810700000, 22.788820900000",,,Northern Africa,2
2634,43967,Central America,5-Nov-17,2017,Nov,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Puente III del Comercio Mundial, Nuevo Laredo, Tamaulipas, Mexico",El Mañana,"27.597622627217, -99.537279477216",Central America to US,http://bit.ly/2AlX5YW,Central America,1
2635,44533,Asia,5-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Iranshahr, Sistan and Baluchestan province, Iran",IOM Afghanistan,"27.201200000000, 60.686581700000",,,Southern Asia,4
2636,43924,Mediterranean,4-Nov-17,2017,Nov,1.0,,1,,1.0,,,Burned,"Mohamed V Hospital, Tangiers, Morocco",Caminando Fronteras,"35.778176000000, -5.827966600000",Western Mediterranean,"http://bit.ly/2zilYWb, http://bit.ly/2yIuEZ6",Uncategorized,4
2637,44250,Africa,4-Nov-17,2017,Nov,5.0,,5,,,,,Unknown,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.062500000000, 25.195311080000",,,Northern Africa,2
2638,44251,Africa,4-Nov-17,2017,Nov,1.0,,1,,1.0,,,Extended Sickness,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.578613280000, 25.215191680000",,,Northern Africa,2
2639,43921,Mediterranean,3-Nov-17,2017,Nov,3.0,7.0,10,15.0,1.0,,,Drowning,"Off Kalymnos Island, Greece","IOM Turkey, Reuters","37.031187012469, 27.126068793164",Eastern Mediterranean,http://reut.rs/2h0CFxe,Uncategorized,4
2640,43922,Mediterranean,3-Nov-17,2017,Nov,23.0,53.0,76,64.0,23.0,,,Drowning,Unspecified location between Libya and Italy,"IOM Italy, EUNAVFORMED","34.000148459845, 13.053526312500",Central Mediterranean,"https://goo.gl/vcLquk, http://bit.ly/2y65sHj",Uncategorized,4
2641,43923,Mediterranean,3-Nov-17,2017,Nov,3.0,11.0,14,,3.0,,,Unknown,Unspecified location between Libya and Italy,IOM Italy,"34.078380455797, 13.081475018750",Central Mediterranean,http://bit.ly/2y65sHj,Uncategorized,4
2642,44055,Central America,3-Nov-17,2017,Nov,1.0,,1,,,1.0,,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.117359800000, -113.190520300000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
2643,43963,Africa,2-Nov-17,2017,Nov,3.0,3.0,6,12.0,,,,Drowning,North-west off Mtsamboro Island - en route to Mayotte (France),Le Parisien,"-12.626542185194, 45.063276784375",,http://bit.ly/2iCAIaK,Eastern Africa,1
2644,44249,Africa,2-Nov-17,2017,Nov,3.0,,3,,,3.0,,Starvation,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.140259400000, 30.214647000000",,,Northern Africa,2
2645,43912,Mediterranean,1-Nov-17,2017,Nov,8.0,,8,142.0,,,,Unknown,Unspecified location off the coast of Libya,IOM Italy,"33.690138498642, 12.661743164062",Central Mediterranean,http://bit.ly/2z7vknw,Uncategorized,4
2646,43916,Europe,1-Nov-17,2017,Nov,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near Oltrisarco, Bolzano, South Tyrol, Italy",ANSA,"46.484368743783, 11.341695839148",,http://bit.ly/2il8KA1,Southern Europe,1
2647,43920,Central America,1-Nov-17,2017,Nov,1.0,,1,,,,,Unknown,"Ranch near Falfurrias, Brooks County, Texas",U.S. Border Patrol,"27.152473267425, -98.213522596289",Central America to US,http://bit.ly/2Angycv,Northern America,5
2648,43914,Asia,31-Oct-17,2017,Oct,4.0,,4,36.0,2.0,2.0,3.0,Drowning,"Bay of Bengal, near Baillakhali Sea Point, Jaliapalong Union, Ukhiya Upazila, Bangladesh",IOM Bangladesh,"21.239646011184, 92.028997869531",,http://bit.ly/2h2Ol6c,South-eastern Asia,4
2649,43917,Africa,31-Oct-17,2017,Oct,1.0,,1,,,1.0,,Drowning,"900m off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain",La Provincia,"28.045125339503, -14.351981153442",Western African,http://bit.ly/2zdUO4Q,Western Africa,1
2650,44248,Africa,31-Oct-17,2017,Oct,3.0,,3,,,,,Suffocation,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.140259400000, 30.214647000000",,,Northern Africa,2
2651,43911,Mediterranean,30-Oct-17,2017,Oct,2.0,,2,12.0,,2.0,,Drowning,"Off the coast of Mostaganem, Algeria",Agenzia Nova,"36.076415421565, 0.045381019922",Western Mediterranean,http://bit.ly/2ijciCX,Uncategorized,1
2652,43913,Asia,30-Oct-17,2017,Oct,2.0,1.0,3,,,,1.0,Drowning,"Off the coast of Sabrang Union, Teknaf, Bangladesh",IOM Bangladesh,"20.827424385757, 92.277615941064",,,South-eastern Asia,4
2653,43915,Europe,30-Oct-17,2017,Oct,1.0,,1,,,1.0,,Vehicle Accident,"A23 motorway Palmanova-Tarvisio, near Pagnacco, Udine, Italy",ANSA,"46.125889800191, 13.202502908057",,"http://bit.ly/2z53pqK, http://bit.ly/2zR73RY, http://bit.ly/2k5xH3a",Southern Europe,3
2654,43954,Central America,30-Oct-17,2017,Oct,1.0,,1,,,1.0,,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.179197800000, -112.947334100000",Central America to US,http://www.humaneborders.info/,Northern America,5
2655,44243,Africa,30-Oct-17,2017,Oct,2.0,,2,,1.0,1.0,1.0,Dehydration,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",,,Western Africa,2
2656,44244,Africa,30-Oct-17,2017,Oct,2.0,,2,,,2.0,,Dehydration,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.856858600000, 23.311238900000",,,Northern Africa,2
2657,44245,Africa,30-Oct-17,2017,Oct,5.0,,5,,,,,Unknown,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.665039060000, 27.887942670000",,,Northern Africa,2
2658,44246,Africa,30-Oct-17,2017,Oct,3.0,,3,,,3.0,,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.741699220000, 29.277115800000",,,Northern Africa,2
2659,44247,Africa,30-Oct-17,2017,Oct,5.0,,5,,,5.0,,Harsh Weather Conditions,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.677734380000, 24.956491290000",,,Northern Africa,2
2660,43910,Mediterranean,29-Oct-17,2017,Oct,2.0,3.0,5,48.0,,,,Drowning,"Off the coast of Tangiers, Morocco",Caminando Fronteras,"35.839661046921, -5.787262405469",Western Mediterranean,"http://bit.ly/2iMyQzH, http://bit.ly/2xyQfyp, http://bit.ly/2inlupO",Uncategorized,4
2661,44241,Africa,29-Oct-17,2017,Oct,2.0,,2,,,2.0,1.0,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-8.002889200000, 12.639231600000",,,Western Africa,2
2662,44242,Africa,29-Oct-17,2017,Oct,1.0,,1,,,1.0,,Violence,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.086790900000, 32.119424200000",,,Northern Africa,2
2663,44239,Africa,28-Oct-17,2017,Oct,6.0,,6,,,,,Unknown,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.773925780000, 18.948180500000",,,Northern Africa,2
2664,44240,Africa,28-Oct-17,2017,Oct,1.0,,1,,,1.0,,Dehydration,"Tunduma, on the Tanzania-Zambia border",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.768947900000, 9.309564800000",,,Eastern Africa,2
